SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charge_group,tenure_group,HighCharge_MonthToMonth,Churn_Probability,Predicted_Churn
0,0,1,0.6901408450704226,1,1,0.5228855721393034,0.39918647588276024,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,3,3,0,0.025277198873137507,0
0,0,0,0.19718309859154928,1,1,0.372636815920398,0.1016616662820217,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0.2786333866301537,0
0,0,0,0.9859154929577465,1,1,0.9253731343283581,0.9191495499653819,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,5,3,0,0.11355043732156149,0
0,0,0,0.47887323943661975,0,0,0.05870646766169152,0.09158781444726519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.24065606892971939,0
0,0,0,0.3943661971830986,1,1,0.4761194029850746,0.21848026771290102,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,2,0,0.2834810742952913,0
0,1,1,0.6338028169014085,1,0,0.01691542288557213,0.09734594968843757,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0072432573250205854,0
0,0,0,0.19718309859154928,0,0,0.2751243781094527,0.07785021924763444,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0.08253879653217543,0
0,0,0,0.46478873239436624,1,0,0.3656716417910447,0.21536464343411033,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,2,0,0.036834567218047815,0
1,1,1,0.7887323943661972,1,1,0.7666666666666666,0.640278098315255,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,4,3,1,0.17188930520103637,0
0,0,0,0.8732394366197184,1,0,0.5029850746268656,0.47225363489499195,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,3,3,0,0.014527676019209002,0
0,0,0,0.14084507042253522,1,0,0.5437810945273632,0.09227440572351721,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0.5984075547774284,1
1,0,0,0.6056338028169015,1,0,0.56318407960199,0.3749423032540965,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,2,0,0.07718584109566438,0
0,1,1,0.18309859154929578,1,0,0.5169154228855721,0.1185898915301177,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0.4570622899863566,0
0,0,0,0.056338028169014086,1,1,0.5119402985074627,0.034398799907685206,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6810179974817451,1
0,0,0,0.3098591549295775,1,1,0.464179104477612,0.17205169628432956,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0.18916188387595267,0
0,0,0,0.04225352112676056,1,1,0.5537313432835821,0.03023886452804062,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0.6950886373224361,1
0,1,1,0.14084507042253522,1,0,0.023383084577114438,0.024821140087699055,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.05875477930202772,0
0,1,1,0.9577464788732395,1,1,0.4129353233830846,0.4674705746595892,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,3,0,0.006757652893258846,0
0,1,1,0.619718309859155,1,0,0.009452736318407956,0.10211170090006925,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0.010578523254917444,0
1,0,0,0.5070422535211268,1,1,0.8805970149253731,0.4659531502423263,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,5,2,1,0.444222216782664,0
1,1,0,0.33802816901408456,1,1,0.7044776119402985,0.24909416108931456,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,4,2,0,0.3602200311800112,0
0,0,0,0.056338028169014086,1,1,0.3218905472636816,0.026673205631202398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.47747229747083053,0
0,1,0,1.0,1,0,0.07363184079601987,0.21557812139395338,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.0050533429664735815,0
0,0,1,0.0,1,1,0.5313432835820896,0.0060985460420032315,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.64948867816227,1
0,0,0,0.0,1,0,0.6194029850746269,0.007119778444495731,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0.6589945154464155,1
0,0,0,0.7323943661971831,1,0,0.01243781094527363,0.11905146549734595,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0.006140939284839644,0
0,1,1,0.5633802816901409,0,0,0.1706467661691542,0.16081237018232175,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0.04422752626032532,0
0,0,1,0.295774647887324,1,1,0.7049751243781094,0.22277867528271408,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4,1,1,0.48834406885002035,0
0,1,0,0.09859154929577466,1,1,0.012935323383084563,0.016426263558735287,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19419231715790577,0
0,0,0,0.9577464788732395,1,1,0.6676616915422885,0.6783521809369951,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,4,3,0,0.022667973106623024,0
0,0,0,0.47887323943661975,1,0,0.028358208955223896,0.08333717978306024,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0.025678865835972398,0
0,0,0,0.0,1,1,0.37014925373134333,0.004229171474728826,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0.560280401740006,1
0,1,0,0.1267605633802817,1,1,0.6701492537313432,0.09174359566120471,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0.7529155241957706,1
0,0,0,0.14084507042253522,1,1,0.464179104477612,0.0804638818370644,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0.5771376786695522,1
0,0,0,0.8169014084507042,1,0,0.771641791044776,0.6504327255942765,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,4,3,0,0.11249374967234643,0
0,1,1,0.7746478873239437,1,0,0.4671641791044776,0.40310985460420035,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,3,0,0.028608895520193328,0
0,0,1,0.5633802816901409,1,1,0.019900497512437804,0.09764597276713594,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0.022043465597775754,0
0,0,0,0.04225352112676056,1,1,0.5810945273631841,0.03632587122086315,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.5636403942609944,1
0,1,1,0.47887323943661975,1,1,0.07114427860696515,0.1074313408723748,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0.018511815605197646,0
0,0,0,0.8028169014084507,1,1,0.890547263681592,0.7285887375951996,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,5,3,0,0.22282868296291494,0
0,0,1,0.25352112676056343,1,1,0.05820895522388059,0.0485114239556889,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.14258284073111926,0
1,1,0,0.7746478873239437,1,0,0.7701492537313434,0.6292349411493192,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,4,3,0,0.08761687766790063,0
1,0,0,0.4366197183098592,1,1,0.6253731343283582,0.30007500576967455,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,2,1,0.4538204212475191,0
1,0,0,0.02816901408450704,1,0,0.553233830845771,0.020493884144934225,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0.6842391857260166,1
0,0,1,0.22535211267605634,1,1,0.7407960199004975,0.17748096007385183,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,4,1,1,0.3641306497360066,0
1,1,0,0.014084507042253521,1,0,0.31741293532338305,0.011112393261020079,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0.33318949587111757,0
0,1,1,0.4225352112676057,1,1,0.7253731343283583,0.34348603738749134,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,4,2,1,0.4751544579876793,0
1,0,0,0.6338028169014085,1,1,0.726865671641791,0.4739845372720979,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,4,2,0,0.2107782478503968,0
1,0,0,0.26760563380281693,1,1,0.672139303482587,0.197172859450727,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0.637613294560356,1
1,0,0,0.02816901408450704,1,1,0.7621890547263681,0.03657396722824833,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,0.854061451394424,1
1,0,0,0.22535211267605634,1,1,0.2666666666666666,0.08675282714054929,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0.37899343169212907,0
0,0,1,0.16901408450704225,1,1,0.854726368159204,0.14773828756058158,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,5,1,0,0.43956054679523693,0
0,1,0,0.014084507042253521,0,1,0.16766169154228855,0.0057639049157627515,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.6792237505513518,1
0,1,1,0.14084507042253522,1,1,0.4119402985074626,0.0766732056312024,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0.3582320669072903,0
0,0,0,0.5633802816901409,1,0,0.31641791044776113,0.23196976690514656,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0.03396939154779243,0
0,1,0,0.28169014084507044,0,0,0.10199004975124376,0.07045349642280176,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.27702537924617465,0
1,0,0,0.5633802816901409,1,1,0.944776119402985,0.5389683821832448,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,5,2,1,0.5442311009794781,1
0,0,1,0.5352112676056339,0,0,0.2666666666666666,0.2044541887837526,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,0.041499118670663714,0
0,1,1,0.1267605633802817,1,0,0.4174129353233831,0.06285483498730672,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0.31346297625374225,0
0,1,0,0.014084507042253521,1,1,0.5587064676616916,0.013916455111931687,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6015785822888587,1
1,1,0,0.0,1,1,0.5786069651741294,0.006646665128086776,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0.6420958649343167,1
1,0,0,0.8591549295774649,1,1,0.9203980099502488,0.8117412877913687,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,5,3,0,0.18898289343116076,0
0,1,1,0.7183098591549296,1,1,0.32537313432835824,0.29908262174013384,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0.03222452788870894,0
0,0,0,0.02816901408450704,1,0,0.4218905472636816,0.020551580890837758,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0.31052330016192203,0
1,1,0,0.6619718309859155,1,1,0.7243781094527363,0.5021867066697439,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,2,1,0.4563812596106043,0
0,1,1,0.9577464788732395,1,1,0.8079601990049752,0.8064620355411956,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,4,3,1,0.3072136072950181,0
1,1,0,0.7605633802816901,1,0,0.718407960199005,0.5799676898222941,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,4,3,1,0.22104557980389236,0
0,0,0,0.0,1,0,0.014925373134328346,0.0001096238172167089,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1990950841222672,0
0,0,0,0.0,1,0,0.011442786069651711,6.923609508423679e-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19906971755109967,0
0,0,0,0.6901408450704226,0,1,0.1706467661691542,0.19964228017539812,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,3,0,0.03344161991388703,0
0,1,0,0.6338028169014085,1,1,0.45721393034825875,0.34510731594738053,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3,2,0,0.026058995602891356,0
0,0,0,0.02816901408450704,1,1,0.6746268656716418,0.026084698822986384,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0.5509697091943019,1
1,0,0,0.4084507042253521,1,1,0.7189054726368159,0.29737479806138933,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,4,2,1,0.4272836950463829,0
0,1,1,0.971830985915493,1,1,0.6203980099502486,0.6279021463189476,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,4,3,0,0.014873410404948712,0
0,1,1,1.0,1,0,0.7114427860696517,0.7589545349642279,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,4,3,0,0.011355257620243094,0
0,1,1,0.943661971830986,1,1,0.735820895522388,0.7355238864528041,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,4,3,0,0.016128019382866718,0
0,1,1,0.7464788732394366,0,0,0.2761194029850746,0.27755019616893606,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,3,0,0.018558049885513187,0
0,0,0,0.647887323943662,1,0,0.021890547263681587,0.10664666512808678,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.008417785069782698,0
0,0,1,0.6901408450704226,1,0,0.5184079601990049,0.40558504500346176,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0.03736445334261781,0
1,0,0,0.09859154929577466,1,0,0.013930348258706454,0.016789753057927535,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2559276237153953,0
0,1,0,0.18309859154929578,1,1,0.48109452736318403,0.11085852757904455,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,0,0.3343272493641624,0
0,1,0,0.4366197183098592,1,0,0.6557213930348259,0.2962324024924994,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,0.2733148627200072,0
0,1,0,0.9014084507042254,1,1,0.4134328358208955,0.43727209785368104,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,3,0,0.01592975416910215,0
0,0,0,0.943661971830986,1,1,0.6955223880597016,0.7073217170551581,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,4,3,0,0.02886860458082006,0
0,1,0,0.9859154929577465,1,0,0.008457711442786064,0.1562024001846296,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0.0037793687510401736,0
1,0,0,0.08450704225352114,1,0,0.5791044776119403,0.05594276482806371,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0.4615842109424509,0
0,0,0,0.04225352112676056,1,1,0.7487562189054726,0.03962612508654512,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,4,0,1,0.6762862200317282,1
1,1,0,0.25352112676056343,1,0,0.4791044776119403,0.1462324024924994,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0.21600902149510895,0
0,0,1,0.4084507042253521,1,0,0.07064676616915422,0.08129471497807524,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0.02906715256091736,0
0,1,0,0.4225352112676057,1,1,0.4791044776119403,0.23090237710593123,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,2,0,0.164895906445598,0
0,1,0,0.323943661971831,1,1,0.6109452736318408,0.2203900300023079,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0.5236239360253807,1
0,1,1,0.9859154929577465,1,0,0.590049751243781,0.6410743134087238,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,3,3,0,0.012750618339491152,0
0,1,1,0.22535211267605634,1,1,0.06865671641791044,0.04544195707362105,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.03764549845741539,0
0,1,0,0.19718309859154928,1,1,0.6572139303482587,0.14881144703438728,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,1,1,0.6252813669501128,1
0,1,1,0.943661971830986,1,0,0.4417910447761194,0.5027694438033695,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,3,3,0,0.003851074542802139,0
0,1,1,0.3802816901408451,1,1,0.7149253731343282,0.2977325178859912,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4,2,0,0.2637769717907299,0
0,0,0,0.8732394366197184,1,1,0.9114427860696516,0.8059254558042926,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,5,3,1,0.28607999260023254,0
0,0,0,0.15492957746478872,1,1,0.8800995024875623,0.1425225017309024,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,0,1,0.7811178340562573,1
0,1,1,0.9295774647887325,1,0,0.06368159203980098,0.184819986152781,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.004397369841943687,0
0,0,0,0.0,0,1,0.17213930348258705,0.0019328409877682898,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.6852296557673382,1
0,0,1,0.0,1,0,0.4074626865671642,0.004661897069005308,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0.4422164401885868,0
0,1,0,0.8873239436619719,1,1,0.962686567164179,0.8512981767828294,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,5,3,0,0.15708191895187773,0
0,0,0,0.6056338028169015,1,0,0.01243781094527363,0.0942418647588276,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0.019233530998287895,0
0,0,0,0.0,1,1,0.35074626865671643,0.004004154165705054,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0.4873813948763937,0
1,0,0,0.47887323943661975,1,0,0.5203980099502488,0.2769674590353104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0.39964874913920917,0
0,1,1,1.0,1,1,0.9527363184079601,0.9317274405723517,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,5,3,0,0.059557066702159406,0
0,0,0,0.4366197183098592,1,1,0.617910447761194,0.29740941610893146,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0.3468218225868529,0
0,0,0,0.25352112676056343,1,0,0.7134328358208956,0.1919686129702285,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,4,1,1,0.3780821775983454,0
0,0,0,0.08450704225352114,1,1,0.5661691542288557,0.05841218555273483,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0.6879541428618313,1
0,0,0,0.33802816901408456,1,1,0.8681592039800995,0.30778329102238633,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,5,2,1,0.40995778801460536,0
0,1,0,0.8732394366197184,1,0,0.48756218905472637,0.4864239556888991,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,3,3,0,0.015572823946437627,0
1,0,0,0.6338028169014085,1,0,0.664179104477612,0.4558735287329795,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4,2,1,0.29504930785185146,0
0,0,1,0.19718309859154928,1,0,0.013930348258706454,0.029056081237018236,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.044515752051911925,0
0,0,0,0.08450704225352114,1,1,0.4104477611940298,0.04582852527117471,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0.3732752645213627,0
1,0,0,0.14084507042253522,1,1,0.7651741293532338,0.11295291945534272,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0.7755493048644377,1
0,1,1,0.9295774647887325,1,0,0.7547263681592039,0.7251327025155782,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,4,3,0,0.034538994528770565,0
0,1,1,0.647887323943662,1,1,0.7189054726368159,0.4961400876990538,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,4,2,0,0.03047921708577122,0
0,0,0,0.323943661971831,1,1,0.3129353233830846,0.13840872374798063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0.21590331545192445,0
0,1,0,0.7605633802816901,0,1,0.3611940298507462,0.3415070390030002,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,3,0,0.16511846389154888,0
0,0,0,0.295774647887324,1,0,0.7064676616915423,0.21798407569813064,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4,1,1,0.5908264620684753,1
0,1,0,1.0,1,1,0.8074626865671642,0.8385529656127394,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,4,3,0,0.13396671048637224,0
0,0,0,0.6338028169014085,0,1,0.12437810945273631,0.1696861297022848,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0.05825338131500773,0
1,1,0,0.9014084507042254,1,1,0.8756218905472636,0.8032540964689592,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,5,3,0,0.310993779460224,0
0,0,0,0.22535211267605634,1,0,0.06517412935323383,0.05267135933533349,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.15303137193395913,0
1,1,0,0.22535211267605634,1,1,0.6676616915422885,0.16670320793907226,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,0.4718345937880099,0
0,0,0,0.14084507042253522,1,0,0.021393034825870627,0.02453842603277175,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.03834777792363208,0
0,0,0,0.8732394366197184,1,0,0.9049751243781096,0.8113258712208632,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,5,3,0,0.03399974569752861,0
0,0,0,0.5774647887323944,1,1,0.8034825870646766,0.4938437572120932,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,4,2,0,0.25062965231575446,0
0,0,0,0.14084507042253522,1,0,0.45572139303482584,0.08252365566582046,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0.2584597850784128,0
0,1,0,0.8309859154929577,1,1,0.7855721393034826,0.6453900300023079,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,4,3,0,0.06584694984123689,0
0,0,0,0.04225352112676056,1,1,0.013930348258706454,0.005625432725594276,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23384344241677837,0
0,1,1,0.9295774647887325,1,1,0.9004975124378108,0.8236095084237249,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,5,3,0,0.05244302982819806,0
0,0,0,0.4366197183098592,1,1,0.8945273631840797,0.3939649203784907,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,5,2,1,0.3353235655512353,0
0,1,1,0.8873239436619719,1,1,0.682089552238806,0.6125605815831987,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,3,1,0.09008682410732745,0
0,1,0,0.8732394366197184,1,0,0.5228855721393034,0.5111931687052851,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,3,3,0,0.014484988303184072,0
0,0,0,0.09859154929577466,0,0,0.11044776119402988,0.02280752365566582,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.33582401844231674,0
0,1,0,0.9859154929577465,1,1,0.6398009950248755,0.6708804523424878,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,4,3,0,0.020383267256553383,0
0,1,1,0.11267605633802817,1,0,0.020895522388059695,0.019882298638356794,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.03229884557449711,0
0,1,0,0.7464788732394366,1,1,0.5164179104477612,0.4265924301869375,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,3,0,0.10170671167711279,0
0,1,0,0.8450704225352113,1,1,0.953731343283582,0.820834294945765,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,5,3,1,0.36808393500755604,0
0,1,0,0.8169014084507042,1,0,0.020895522388059695,0.1440341564735749,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0.010588048860628804,0
0,0,0,0.7323943661971831,1,0,0.8686567164179103,0.6535252711747057,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,5,3,0,0.14945464094510247,0
0,0,0,0.0,1,1,0.5104477611940298,0.0058562197092084005,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6994376270417765,1
0,0,0,0.056338028169014086,1,1,0.2567164179104477,0.021157396722824833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0.3792944350955925,0
0,1,1,0.8450704225352113,1,0,0.6950248756218904,0.6355815831987076,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,4,3,0,0.014437030458662486,0
0,0,0,0.14084507042253522,0,1,0.23233830845771142,0.05213477959843066,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0.43069511982052006,0
0,1,1,0.7464788732394366,1,0,0.726865671641791,0.5707592891760904,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,4,3,0,0.01564574397992309,0
0,0,0,0.9577464788732395,1,1,0.48407960199004973,0.5260904684975767,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,3,3,0,0.009581664346416389,0
0,0,0,0.22535211267605634,1,1,0.5810945273631841,0.14940572351719364,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0.5824587234648587,1
0,1,1,0.0,1,1,0.3034825870646766,0.0034560350796215096,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0.26340590973287287,0
1,1,0,0.6901408450704226,1,0,0.9004975124378108,0.6246365105008077,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,5,3,1,0.27952238002988306,0
0,0,0,0.5070422535211268,1,0,0.015422885572139305,0.09168012924071083,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0.012981117772562951,0
0,0,1,0.8450704225352113,1,0,0.014925373134328346,0.12755596584352644,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0.004131380910030963,0
0,1,1,0.5633802816901409,1,1,0.48009950248756217,0.3126932840987768,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,2,0,0.04169961364434855,0
1,0,0,0.6056338028169015,1,0,0.7054726368159204,0.4583371797830602,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,4,2,0,0.1763970216880051,0
0,0,0,0.5633802816901409,0,1,0.2199004975124378,0.19144357258250636,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,2,0,0.30242412954612785,0
0,0,0,0.9154929577464789,1,1,0.7353233830845771,0.6967574428802216,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,4,3,0,0.16814972678614964,0
0,0,1,0.9577464788732395,1,1,0.608955223880597,0.6327890606969767,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,3,3,0,0.011226254533997454,0
1,1,0,0.6901408450704226,1,0,0.06915422885572137,0.14856912070159242,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0.03103020016480144,0
0,0,1,0.2112676056338028,1,1,0.010447761194029848,0.03941264712670206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.05201453284655804,0
0,1,0,0.6901408450704226,1,1,0.8527363184079603,0.6014885760443112,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,5,3,0,0.2608785504705099,0
0,1,0,0.1267605633802817,1,1,0.49303482587064673,0.07319986152780983,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,0,0,0.49966011752409123,0
0,1,0,0.0,1,1,0.607960199004975,0.006987075928917609,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.6463571723947232,1
1,0,0,0.02816901408450704,1,0,0.5651741293532337,0.02124394184168013,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0.6179491113453759,1
